,name,recent_freq,total_appearances,activity_score
698,Katsuzo,0.0,0,0.0
699,Kawamatsu,0.0,58,0.019290465631929047
700,Kaya,0.01,16,0.01232150776053215
701,Kazekage,0.0,8,0.0026607538802660754
702,Kazenbo,0.0,7,0.002328159645232816
703,Kebi,0.0,9,0.0029933481152993346
704,Kechatch,0.0,1,0.0003325942350332594
705,Kelly Funk,0.0,13,0.004323725055432372
706,Keygan,0.0,1,0.0003325942350332594
707,Kibagaeru,0.0,1,0.0003325942350332594
708,Kibin,0.0,1,0.0003325942350332594
709,Kicking Claw Force,0.0,4,0.0013303769401330377
710,Kiev,0.0,35,0.01164079822616408
711,Kikipatsu,0.0,1,0.0003325942350332594
712,Kiku,0.0,17,0.00565410199556541
713,Kikunojo,0.0,58,0.019290465631929047
714,Kikyo,0.0,10,0.0033259423503325942
715,Killer,0.01,47,0.022631929046563193
716,Kimel,0.0,0,0.0
717,Kin'emon,0.02,152,0.06455432372505543
718,Kinbo,0.0,1,0.0003325942350332594
719,Kinderella,0.01,3,0.007997782705099777
720,King,0.01,32,0.0176430155210643
721,Kinga,0.0,2,0.0006651884700665188
722,Kingbaum,0.0,11,0.0036585365853658534
723,Kingdew,0.0,9,0.0029933481152993346
724,Kirintauros,0.0,1,0.0003325942350332594
725,Kisegawa,0.0,2,0.0006651884700665188
726,Kitton,0.0,3,0.0009977827050997783
727,Koala,0.07,30,0.058977827050997786
728,Kobei,0.0,2,0.0006651884700665188
729,Koda,0.0,0,0.0
730,Koito,0.0,1,0.0003325942350332594
731,Koiwa,0.0,1,0.0003325942350332594
732,Kojuro,0.0,13,0.004323725055432372
733,Kokoro,0.0,50,0.01662971175166297
734,Komachiyo,0.0,30,0.009977827050997782
735,Komakkov,0.0,0,0.0
736,Kombu,0.0,22,0.007317073170731707
737,Kong,0.02,3,0.014997782705099777
738,Kopp,0.0,23,0.007649667405764966
739,Koshi Falcon,0.0,1,0.0003325942350332594
740,Kotatsu,0.0,0,0.0
741,Kotetsu,0.0,0,0.0
742,Koyama,0.0,0,0.0
743,Koza,0.02,18,0.019986696230598667
744,Koze,0.0,1,0.0003325942350332594
745,Kozuki Hiyori,0.0,39,0.012971175166297116
746,Kozuki Momonosuke,0.03,99,0.05392682926829268
747,Kozuki Oden,0.0,14,0.004656319290465632
748,Kozuki Sukiyaki,0.0,6,0.0019955654101995565
749,Kozuki Toki,0.0,9,0.0029933481152993346
750,Krieg,0.01,20,0.013651884700665189
751,Kujaku,0.05,6,0.036995565410199556
752,Kukai,0.0,0,0.0
753,Kuma-A,0.0,0,0.0
754,Kumacy,0.0,12,0.003991130820399113
755,Kumadori,0.01,20,0.013651884700665189
756,Kumadori Yamanbako,0.0,0,0.0
757,Kumagoro,0.0,3,0.0009977827050997783
758,Kuni,0.0,2,0.0006651884700665188
759,Kunyun,0.0,2,0.0006651884700665188
760,Kureha,0.01,21,0.013984478935698447
761,Kuro,0.0,11,0.0036585365853658534
762,Kurokoma,0.0,0,0.0
763,Kuromarimo,0.0,9,0.0029933481152993346
764,Kuroobi,0.0,19,0.006319290465631929
765,Kurosawa,0.0,6,0.0019955654101995565
766,Kurozumi Higurashi,0.0,3,0.0009977827050997783
767,Kurozumi Kanjuro,0.0,10,0.0033259423503325942
768,Kurozumi Orochi,0.0,41,0.013636363636363636
769,Kurozumi Semimaru,0.0,2,0.0006651884700665188
770,Kurozumi Tama,0.02,4,0.015330376940133037
771,Kuween,0.0,3,0.0009977827050997783
772,Kuzan,0.06,12,0.04599113082039911
773,Kyo,0.07,7,0.05132815964523282
774,Kyros,0.01,40,0.020303769401330378
775,Kyuji,0.0,0,0.0
776,Laboon,0.03,9,0.023993348115299334
777,Lacroix,0.01,9,0.009993348115299333
778,Lacuba,0.0,3,0.0009977827050997783
779,Lady Tree,0.0,1,0.0003325942350332594
780,Lafitte,0.01,13,0.01132372505543237
781,Langram,0.03,5,0.022662971175166295
782,Lao G,0.0,18,0.005986696230598669
783,Lasky,0.0,5,0.0016629711751662971
784,Lassoo,0.0,3,0.0009977827050997783
785,Lemoncheese,0.0,2,0.0006651884700665188
786,Leo,0.03,50,0.037629711751662964
787,Leonero,0.0,0,0.0
788,Lily,0.0,8,0.0026607538802660754
789,Lime Juice,0.01,5,0.008662971175166297
790,Linaria,0.01,1,0.007332594235033259
791,Lindbergh,0.03,7,0.023328159645232813
792,Lines,0.0,1,0.0003325942350332594
793,Lint,0.0,5,0.0016629711751662971
794,Lip Doughty,0.0,1,0.0003325942350332594
795,Little Oars Jr.,0.0,2,0.0006651884700665188
796,Local Sea Monster,0.0,2,0.0006651884700665188
797,Lohkee Clownin,0.0,1,0.0003325942350332594
798,Loki,0.28,28,0.20531263858093127
799,Lola,0.0,15,0.004988913525498891
800,Lonz,0.0,8,0.0026607538802660754
801,Louis Arnote,0.0,0,0.0
802,Lowwing,0.04,5,0.029662971175166294
803,Lucky Roux,0.02,12,0.01799113082039911
804,Lulis,0.0,2,0.0006651884700665188
805,Lun,0.0,1,0.0003325942350332594
806,Machvise,0.0,19,0.006319290465631929
807,Macro,0.0,14,0.004656319290465632
808,Madillo-Man,0.0,2,0.0006651884700665188
809,Mag,0.16,16,0.11732150776053214
810,Magellan,0.01,18,0.012986696230598668
811,Magnolia,0.03,3,0.021997782705099778
812,Magura,0.01,7,0.009328159645232816
813,Maha,0.0,13,0.004323725055432372
814,Maidy,0.0,1,0.0003325942350332594
815,Maki,0.0,1,0.0003325942350332594
816,Makino,0.01,8,0.009660753880266075
817,Makino's Baby,0.01,2,0.0076651884700665186
818,Makko,0.0,2,0.0006651884700665188
819,Mamboshi,0.03,31,0.03131042128603104
820,Mameemee,0.0,1,0.0003325942350332594
821,Mancherie,0.0,19,0.006319290465631929
822,Mani,0.0,6,0.0019955654101995565
823,Manjaro,0.01,1,0.007332594235033259
824,Marco,0.02,64,0.0352860310421286
825,Margaret,0.01,13,0.01132372505543237
826,Margarita,0.0,1,0.0003325942350332594
827,Mari,0.01,2,0.0076651884700665186
828,Maria Napole,0.0,1,0.0003325942350332594
829,Maria Onion Bear,0.0,3,0.0009977827050997783
830,Marianne,0.01,1,0.007332594235033259
831,Marie,0.0,1,0.0003325942350332594
832,Marilyn,0.0,1,0.0003325942350332594
833,Marin,0.0,1,0.0003325942350332594
834,Mario,0.0,1,0.0003325942350332594
835,Marlon,0.03,3,0.021997782705099778
836,Marmieta,0.0,2,0.0006651884700665188
837,Marshall D. Teech,0.12,36,0.09597339246119733
838,Mash,0.0,0,0.0
839,Masira,0.01,12,0.010991130820399111
840,Masked Deuce,0.0,0,0.0
841,Massui,0.0,1,0.0003325942350332594
842,Mato,0.05,6,0.036995565410199556
843,Matsuge,0.0,19,0.006319290465631929
844,Mattryoshesses,0.0,4,0.0013303769401330377
845,Max Marx,0.05,6,0.036995565410199556
846,Maynard,0.0,7,0.002328159645232816
847,Mayushka,0.0,3,0.0009977827050997783
848,McGuy,0.0,5,0.0016629711751662971
849,McKinley,0.0,17,0.00565410199556541
850,McTreenald,0.0,4,0.0013303769401330377
851,Meadows,0.0,2,0.0006651884700665188
852,Mecha-Shark,0.0,1,0.0003325942350332594
853,Megalo,0.01,23,0.014649667405764965
854,Mello,0.01,5,0.008662971175166297
855,Meormeow Meormani,0.0,0,0.0
856,Merry,0.01,8,0.009660753880266075
857,Michael,0.0,0,0.0
858,Mihal,0.0,0,0.0
859,Mikazuki,0.0,1,0.0003325942350332594
860,Mikio Itoo,0.0,0,0.0
861,Mikita,0.01,1,0.007332594235033259
862,Miles,0.0,1,0.0003325942350332594
863,Milky,0.0,2,0.0006651884700665188
864,Mille Pine,0.04,7,0.030328159645232812
865,Milo,0.0,3,0.0009977827050997783
866,Minatomo,0.0,12,0.003991130820399113
867,Minister of the Left,0.02,25,0.022314855875831485
868,Minister of the Right,0.02,26,0.02264745011086474
869,Minochihuahua,0.0,0,0.0
870,Minokoala,0.0,7,0.002328159645232816
871,Minorhinoceros,0.0,6,0.0019955654101995565
872,Minoruba,0.0,2,0.0006651884700665188
873,Minotaur,0.0,3,0.0009977827050997783
874,Minozebra,0.0,6,0.0019955654101995565
875,Misery,0.0,2,0.0006651884700665188
876,Mishinin Cashable,0.0,1,0.0003325942350332594
877,Miss Father's Day,0.0,3,0.0009977827050997783
878,Miss Friday,0.0,5,0.0016629711751662971
879,Miss Katherina,0.01,4,0.008330376940133038
880,Miss Monday,0.01,5,0.008662971175166297
881,Miyagi,0.0,21,0.006984478935698447
882,Mizerka,0.0,5,0.0016629711751662971
883,Mizuira,0.0,0,0.0
884,Mizuuta Madaisky,0.0,1,0.0003325942350332594
885,Mizuuta Mawaritosky,0.0,0,0.0
886,Mjure,0.0,9,0.0029933481152993346
887,Moai,0.0,2,0.0006651884700665188
888,Mocha,0.0,24,0.007982261640798226
889,Mochi,0.0,1,0.0003325942350332594
890,Moda,0.02,3,0.014997782705099777
891,Mohji,0.01,14,0.011656319290465633
892,Momonga,0.0,22,0.007317073170731707
893,Momoo,0.0,6,0.0019955654101995565
894,Mon-ji,0.0,2,0.0006651884700665188
895,Monda,0.0,5,0.0016629711751662971
896,Monet,0.0,23,0.007649667405764966
897,Moneypenny,0.0,0,0.0
898,Monjiro,0.0,7,0.002328159645232816
899,Monkey D. Dragon,0.23,35,0.17264079822616407
900,Monkey D. Garp,0.16,56,0.1306252771618625
901,Monkey D. Luffy,0.56,902,0.692
902,Monster,0.01,6,0.008995565410199555
903,Mont Blanc Cricket,0.01,10,0.010325942350332594
904,Mont Blanc Noland,0.0,6,0.0019955654101995565
905,Moocy,0.0,7,0.002328159645232816
906,Moody,0.0,1,0.0003325942350332594
907,Moon Isaac Jr.,0.03,6,0.022995565410199554
908,Moqueca,0.0,2,0.0006651884700665188
909,Morgan,0.0,4,0.0013303769401330377
910,Morgans,0.09,25,0.07131485587583149
911,Morley,0.08,12,0.059991130820399106
912,Mornin,0.0,2,0.0006651884700665188
913,Morollon,0.0,3,0.0009977827050997783
914,Mosh,0.01,6,0.008995565410199555
915,Motobaro,0.0,7,0.002328159645232816
916,Mouji,0.0,7,0.002328159645232816
917,Mounbleten,0.0,0,0.0
918,Mountain God,0.0,1,0.0003325942350332594
919,Mountain Ricky,0.0,1,0.0003325942350332594
920,Mouse-Man,0.0,1,0.0003325942350332594
921,Mouthto Mouthyan,0.0,0,0.0
922,Moyle,0.0,1,0.0003325942350332594
923,Mozambia,0.0,3,0.0009977827050997783
924,Mozu and Kiwi,0.0,2,0.0006651884700665188
925,Mr. 10,0.0,0,0.0
926,Mr. 11,0.0,2,0.0006651884700665188
927,Mr. 12,0.0,0,0.0
928,Mr. 13,0.0,5,0.0016629711751662971
929,Mr. 6,0.0,0,0.0
930,Mr. 7,0.0,6,0.0019955654101995565
931,Mr. 9,0.01,9,0.009993348115299333
932,Mr. Beans,0.0,3,0.0009977827050997783
933,Mr. Love,0.0,1,0.0003325942350332594
934,Mr. Melow,0.0,1,0.0003325942350332594
935,Mr. Momora,0.07,10,0.0523259423503326
936,Mr. Motzel,0.0,1,0.0003325942350332594
937,Mr. Shimizu,0.0,1,0.0003325942350332594
938,Mrs. Chicken,0.0,2,0.0006651884700665188
939,Ms. Mother's Day,0.0,0,0.0
940,Ms. Saturday,0.0,0,0.0
941,Ms. Thursday,0.0,0,0.0
942,Ms. Tuesday,0.0,0,0.0
943,Muegren,0.06,8,0.04466075388026607
944,Muginn,0.02,2,0.014665188470066518
945,Mummy,0.0,5,0.0016629711751662971
946,Mushroom,0.0,2,0.0006651884700665188
947,Musse,0.0,5,0.0016629711751662971
948,Muti,0.0,1,0.0003325942350332594
949,Nakaiwa,0.0,1,0.0003325942350332594
950,Nako,0.01,13,0.01132372505543237
951,Nami,0.53,695,0.6021529933481153
952,Namule,0.0,4,0.0013303769401330377
953,Nangi,0.0,3,0.0009977827050997783
954,Napoleon,0.1,101,0.10359201773835919
955,Nash,0.12,12,0.08799113082039911
956,Nashi,0.0,2,0.0006651884700665188
957,Natto,0.0,1,0.0003325942350332594
958,Nay Mingheim,0.0,0,0.0
959,Needa Hand,0.0,2,0.0006651884700665188
960,Needle God,0.01,1,0.007332594235033259
961,Nefeltari Cobra,0.02,33,0.02497560975609756
962,Nefeltari D. Lily,0.0,0,0.0
963,Nefeltari Titi,0.0,0,0.0
964,Nefeltari Vivi,0.08,106,0.09125498891352549
965,Neggy,0.0,2,0.0006651884700665188
966,Nekomamushi,0.0,52,0.017294900221729487
967,Nekozaemon,0.0,1,0.0003325942350332594
968,Neoki,0.0,1,0.0003325942350332594
969,Neptune,0.04,43,0.04230155210643015
970,Nerine,0.0,8,0.0026607538802660754
971,Nero,0.0,5,0.0016629711751662971
972,Nezumi,0.0,6,0.0019955654101995565
973,Nico Olvia,0.0,5,0.0016629711751662971
974,Nico Robin,0.34,469,0.3939866962305987
975,Nightcrab-Girl,0.0,1,0.0003325942350332594
976,Nika,0.0,2,0.0006651884700665188
977,Ninjin,0.01,14,0.011656319290465633
978,Ninth,0.0,1,0.0003325942350332594
979,Nitro,0.0,17,0.00565410199556541
980,Nodoi Wakan,0.0,1,0.0003325942350332594
981,Nojiko,0.01,26,0.01564745011086474
982,Nokokuwa Police,0.0,7,0.002328159645232816
983,Nokotti,0.0,1,0.0003325942350332594
984,Nola,0.01,7,0.009328159645232816
985,Nonday,0.01,1,0.007332594235033259
986,Nori-no Suke,0.0,1,0.0003325942350332594
987,Noriko,0.0,1,0.0003325942350332594
988,Notta Magician,0.0,1,0.0003325942350332594
989,Nubon,0.0,10,0.0033259423503325942
990,Nure-Onna,0.0,3,0.0009977827050997783
991,Oars,0.0,18,0.005986696230598669
992,Ocho,0.0,14,0.004656319290465632
993,Octopako,0.0,2,0.0006651884700665188
994,Ohm,0.0,13,0.004323725055432372
995,Ohmasa,0.0,15,0.004988913525498891
996,Oimo,0.23,46,0.17629933481152993
997,Oinkchuck,0.0,5,0.0016629711751662971
998,Oiwa,0.0,2,0.0006651884700665188
999,Okame,0.0,1,0.0003325942350332594
1000,Olav,0.14,14,0.10265631929046563
1001,Oliva,0.0,0,0.0
1002,Olombus,0.0,22,0.007317073170731707
1003,Onigumo,0.0,12,0.003991130820399113
1004,Onimaru,0.0,4,0.0013303769401330377
1005,Ook-Ook,0.0,0,0.0
1006,Ooklicia,0.01,1,0.007332594235033259
1007,Oran,0.0,1,0.0003325942350332594
1008,Osaki,0.0,0,0.0
1009,Osome,0.0,6,0.0019955654101995565
1010,Ossamond,0.0,0,0.0
1011,Otaka,0.0,1,0.0003325942350332594
1012,Otohime,0.01,6,0.008995565410199555
1013,Ottoland,0.0,15,0.004988913525498891
1014,Outlook III,0.0,3,0.0009977827050997783
1015,Oyday,0.01,2,0.0076651884700665186
1016,Pacifista,0.0025,7,0.004078159645232816
1017,Packy,0.0,1,0.0003325942350332594
1018,Pagaya,0.0,15,0.004988913525498891
1019,Page One,0.0,17,0.00565410199556541
1020,Palms,0.0,5,0.0016629711751662971
1021,Panda Man,0.0,0,0.0
1022,Panda Woman,0.0,0,0.0
1023,Pandora,0.0,0,0.0
1024,Pansy,0.0,1,0.0003325942350332594
1025,Papaneel,0.0,1,0.0003325942350332594
1026,Papas,0.0,1,0.0003325942350332594
1027,Pappagu,0.0,38,0.012638580931263858
1028,Pasia,0.0,2,0.0006651884700665188
1029,Patty,0.01,25,0.015314855875831484
1030,Paulie,0.01,58,0.026290465631929046
1031,Pavlik,0.0,3,0.0009977827050997783
1032,Peachbeard,0.0,1,0.0003325942350332594
1033,Pearl,0.01,6,0.008995565410199555
1034,Pedro,0.0,45,0.014966740576496673
1035,Peekatha Krotch,0.0,4,0.0013303769401330377
1036,Peepley Lulu,0.03,41,0.03463636363636363
